story_id,end,end_cons,consist,inconsH1,inconsH2,cor1,cor2,likEx
8545ba33-f07a-452b-8587-8d706fbc5155-1,She accidentally put salt in them instead of sugar.,no,A,"Tiffany was tasked with making cookies for a banquet. While Tiffany ate a batch in the oven, she got distracted by a call from her mother and the house burnt. She had to remake a batch from scratch.",She had to remake a batch from scratch because she put salt in them instead of sugar.,No,Yes,Explanation B
55ce8385-81cd-476e-a5c4-039412a6be68-1,Don visits his niece and she is mean to him.,no,A,Dan's niece went to see him and did not have a good time. He decides never to visit his niece again.,Dan has never liked visiting family very much. Don visits his niece and she is mean to him. He decides never to visit his niece again.,Yes,Yes,Explanation B
c116d5d0-e92f-445a-beb5-566fd354c047-1,I thought it was boring.,No one would think a beautiful beach is boring.,A,I was on vacation at Cape Cod beach last summer.,I thought it was boring because it was part of a science project.,Yes,No,Explanation A
98361049-edb5-4630-a356-e65cd40b31c9-1,Tom found out his engine was broken.,yes,A,Tom's car was not working right because it needed gas.,Tom's car was not working right. Tom found out his engine was broken. Tom was very surprised at how much money it would cost.,Yes,Yes,Explanation B
75844bd3-7e09-4655-a71f-bca00ed07d66-1,Jim had to go buy a new belt to fit his increased waist size.,yes,A,"He gained weight, so he must have lost weight.",Jim was pleased with how the bigger belt fit because he had gained weight.,No,Yes,Explanation B
062c3b80-aa22-411c-bac8-90f54e7fc973-1,She was throwing her ball at the door across the street.,yes,B,Lucy was throwing her ball at the door across the street.,Lucy was throwing up on the floor at her grandparents.,Yes,Yes,Explanation A
9dddb3ef-4880-4a33-a1c5-dd163166b78b-1,Bob had to buy a new bulb.,no,B,Bob was happy because he had changed the bulb.,Bob was not happy after he changed the bulb.,Yes,No,Explanation A
53f5a527-04f1-472c-b8f0-45a92d85dbfc1,My wife and I spent the day bicycling at the lake.,yes,B,We spent the day bicycling at the lake and then had a relaxing evening covering on the couch.,We had time to do nothing but relax on the couch.,Yes,Yes,Explanation B
b1911ffc-8cb9-43a0-ba7d-49802c48905b-1,B.,No,A,Cam and Joe met up for dinner so they must have been at the same diner.,Joe was at the diner and Cam called him to find out where he was.,Yes,Yes,Explanation B
92b222cd-b3b0-451a-ae73-6398a4f0ff85-1,I tried my hardest but I never won a championship.,I was a boxer. I tried my hardest but I never won a championship. So the answer is yes.,A,"Work ethics can make up for talent, but talent is not the only thing that makes a boxer successful.","Work ethics can make up for talent, but it is not the only thing.",Yes,No,Explanation B
0c949f8f-fa09-4334-a9a2-ba62342715f3-1,"When they went inside, it was raining.",no,A,The family went out to eat because it was raining.,If it was pouring outside they would not be able to go on a picnic.,Yes,Yes,Explanation B
46f44d40-2bf0-4eb9-992a-cc1a1dcbc136-1,he particiapted in a competition and so he dressed differently.,no,A,"Dan was going to school as a Scarecrow for Halloween. he particiapted in a competition and so he dressed differently. Dan was happy, and surprised to have won the Costume contest.","Dan was going to school as a Scarecrow for Halloween. Mark made his own costume. Everyone complemented his Scarecrow costume. He entered the school costume contest. Dan was happy, and surprised to have won the Costume contest.",Yes,Yes,Explanation B
99fd6599-e7e2-49fd-b199-b09809599132-1,I decided to make lemonade.,Yes is the answer.,B,I was very thirsty. I decided to make lemonade. A little while later I enjoyed the fruits of my labor.,I was very thirsty and I gathered fruits to make salad.,Yes,No,Explanation A
ee0b32cc-68dc-4748-8c3f-8dcc30f56c16-1,He only wanted a puppy this year.,no,B,A puppy barks when it is happy.,"Colton was so happy it was his 5th birthday. Suddenly he heard a bark, his wish for a puppy came true.",Yes,Yes,Explanation B
1659e520-a078-4160-a399-aec7f803593e-1,Kelly was told the prescription would be ready tomorrow.,no,B,Kelly went back to the pet store for her dog.,Kelly went back to the pet store to get more dog food.,Yes,Yes,Explanation B
8679e1f0-0c71-47fc-bd62-87cb94fa6547-1,They even argued in the car.,Yes.,A,"Tyler was always arguing with his father. They weren't fighting while his dad was driving. As Tyler was saying no U turn, they were hit by an oncoming truck.","Tyler was always arguing with his father. They even argued in the car. As Tyler was saying no U turn, they were hit by an oncoming truck.",No,Yes,Explanation B
fedcfcbd-a815-4811-be26-0277dd1cfc5f-1,I captured it to put it in a cage.,Yes.,A,I could not have mended the bird's broken wing if I had not seen it.,I can't release a bird if I captured it.,Yes,No,Explanation A
08b0c74b-ae7c-42e2-8919-fa80c1089dd2-1,I gave my parents a call.,no,B,I had not talked to my parents for a while and I gave my parents a call.,I could not visit my parents if I hung up later.,Yes,Yes,Explanation A
dcadb93e-319c-4f98-a7b9-660cc1db5f36-1,My siblings and I went swimming when it was put up.,yes,B,My dad bought a new pool for the house today.,It took a week to install the pool.,Yes,Yes,Explanation A
f8a623b4-a19c-4176-a576-2fda8da9d6162,Annie did not practice for finals.,no,A,Annie was the top gymnast in her class.,Annie was the top gymnast in her class so she should have practiced for finals.,Yes,Yes,Explanation B
3547d962-a03d-4836-8267-7e4a172e6c5c-1,Sarah looked into the scary basement.,No,A,Sarah was brave because she looked into the scary basement.,Tom hid in a bright corner of the house. She found him and was proud to have been brave!,Yes,No,Explanation A
02c12007-0026-4536-8477-82e7127f9114-1,after i bought a rose it began to grow.,No,A,I gave back the rose because it began to grow.,"The salesmen are aggressive with everyone, but they are not pushy.",No,No,Explanation B
694760d3-369b-466c-9e7f-72d457345867-1,Bob shrank his pants.,No one can shrink their pants.,A,People would not laugh at Bob because he shrank his pants.,People laughed at him because they were so short.,No,No,Explanation B
0c75b54f-63ab-4029-be7b-727a824719d7-1,He practiced magic for several years.,yes,A,Bob was a professional magician because he practiced magic for several years.,Bob practiced for days and days. He was finally a professional magician.,Yes,Yes,Explanation A
783e3d14-567c-4a72-a7dc-364311b769c6-1,He thought about what we would do when he drove it for the first time.,no,B,He thought about what he would do when he drove it for the first time.,He could not have done eighty miles per hour on the freeway because he did not have a license.,Yes,Yes,Explanation A
da552e53-56b5-4fc7-89d7-f9795ea803b2-1,Jim practiced for days.,no,A,Jim practiced for days but he was not world renown.,Jim was a talented flute player but he was not world renown.,No,Yes,Explanation B
93cd724d-7687-48bd-b15c-19954165aa2c-1,The two workers asked another worker to judge their works.,no,A,The items were used as weapons so they were not used for work.,The metal worker was declared to be the winner because the other worker was biased.,No,No,Explanation B
f8bcc85d-373b-4a9d-9573-6362d188910f-1,"I went to the lack and bought all the ingredients, but then I ran out of time to make the stew.",no,B,"I bought all the ingredients, but I didn't have time to make the stew.",If you want to take a nap you can't cook.,Yes,No,Explanation A
6e521e4a-35a0-4272-881e-438f9d7e1284-1,Daisy was unsatisfied with her relationship.,yes,B,"Daisy was unsatisfied with her relationship, so she divorced her husband.",Daisy was in a loveless marriage and she divorced her husband.,Yes,Yes,Explanation B
be568234-a0fb-48bd-a44e-93e745d5c389-1,Anna got a trash bag.,no,A,The trash bag could not have removed the smell.,"The candle was in her car, so it could not have been in her house.",No,Yes,Explanation B
60f50018-b792-4100-b909-4647bb641dc0-1,the director wanted everything to be perfect.,yes,B,The director of the bell choir took out all the bells to tune them. The director wanted everything to be perfect. No other bells gave him a problem that day.,The director of the bell choir took out all the bells to tune them. Now they sounded worse. No other bells gave him a problem that day.,Yes,No,Explanation A
4cd42cfc-69a1-49cb-8e84-dd46d907942c-1,My dad died on our way to see Star Wars.,no,B,I was too sad to see Star Wars because my dad died on our way to see Star Wars.,I was too sad to see Star Wars because my granddaughter died on our way to see Star Wars.,Yes,Yes,Explanation A
eeb49b9c-533d-4c2a-b4f9-a009b31f7e71-1,She entered a race.,yes,A,Sonya can't run and walk at the same time.,Sonya was a great runner. She entered a race. She ran amazingly and finished first.,Yes,Yes,Explanation B
5ee99b8c-79e8-4dc2-b6ae-bac1426fe592-1,"She decided she'd like to learn to play piano, so Linda started taking lessons.",no,A,Linda can't play all of her favorite songs if she didn't take piano lessons.,Linda can now play all of her favorite songs because she took lessons.,Yes,Yes,Explanation B
fa55de11-fa0d-464b-a61c-75945df22179-1,Brad had no money left to buy groceries.,no,B,Brad had no money left to buy groceries because he had spent all of it on lottery tickets.,Brad is now rich so he did not waste money on tickets.,Yes,No,Explanation A
006aa20e-51a7-48ea-8e1d-572f24cf15511,The meal was very delicious and flavorful.,Yes is the answer.,A,I was happy we found a new favorite restaurant.,The food was delicious but it was not our favorite restaurant.,Yes,Yes,Explanation A
1d347e43-36fe-4f8f-8aa1-318d06ac5573-1,He spend it all right away.,no,A,Leroy's paycheck was gone before he knew it.,Leroy was excited to get his paycheck. He spend it all right away. Before he knew it Leroy's paycheck was gone.,No,Yes,Explanation B
0059a5df-25ab-4edc-86d1-44f7c5780876-1,A jogger asked her for directions to the street.,No,A,A jogger would not ask for directions to the street if they were going to the house.,Amy was going to visit her friend who just moved. She asked a jogger for directions to the street. In the end she found her way to her friend's new house.,No,Yes,Explanation B
95b3d2e7-fd6e-458d-a4dc-757bfe85f2f9-1,Pan was so tired to shop and did not want to cook that night.,no,B,Pam was tired to go shopping and not want to cook that night.,Pam can't cook her own dinner if she is getting Chinese food.,No,Yes,Explanation A
e2180665-c41e-4cd6-be4d-9cab56f12a5e-1,The puppy licked him and loved him all the time.,No,B,Sam was happy to have a new puppy.,The puppy had a great first day at the shelter because Sam got it.,Yes,No,Explanation A
d178ac25-95f9-434a-8604-19da3cdc21fe-1,Erica tried to drink blood like a vampire.,no,B,Erica is not a vampire and she cannot drink blood.,Erica like vampires a lot. Eric learned nothing about vampires. It wasn't like she thought it was going to be.,Yes,No,Explanation A
5c6ab581-5080-4955-b4f0-572c7668b9d7-1,They heard a loud grunting in the woods while sleeping.,yes,A,They can't be camping if they are in a motel.,They can't be camping if they are in a motel.,Yes,Yes,Explanation A
96a5a974-1d10-4651-aa79-8d4a793f4bbb-1,The doctor gave Max some liquid medicine to take.,yes,A,Max was always tired so he went to the doctor for help.,"Max was always tired so he went to the doctor for help. The doctor gave Max some liquid medicine to take. After taking a pill for four nights, Max felt awake during the day.",Yes,Yes,Explanation B
c641042e-9d5f-4a03-bc5d-805769de0eae-1,Vick learned more about how meat is prepared.,no,B,"Vick hasn't eaten meat for over 10 years, so she must have eaten meat in the past.",Vick hasn't eaten meat for over 10 Years.,Yes,No,Explanation A
ed5d6365-1862-4e67-8118-41630999a0602,A man became trapped and succumbed to his injuries.,No,A,The man was the only person who died in the explosion.,The man was the only person who died in the explosion.,No,No,Explanation B
b2a65885-681c-4a88-a05c-6084375d1cf3-1,The mail started coming late every day.,no,A,The mailman is not the fireman.,The mailman was sick and someone else will bring the mail.,Yes,Yes,Explanation B
4f8ef004-018e-4347-8ed2-31aac6bf7c6f-1,it broke down after a short distance.,no,A,Jake's car was towed back home because he drove over a cliff.,Jake's car was towed back home because it broke down.,Yes,Yes,Explanation B
e3096169-0936-439b-a17a-7183a00072ee-1,I showed up for the appointment on the wrong day and yelled at the receptionist unfairly.,no,B,I always double check my dates now.,I went to the fun but it wasn't the day of my appointment.,Yes,No,Explanation A
c0e55f7c-f944-4c0e-af4e-3c13f045f7e9-1,Mai always abused Adam.,no,B,"Adam was the one who punched Mai, so he should be arrested.",Mai was arrested for a crime she did not commit.,Yes,Yes,Explanation B
