ID,Sky,Temperature,Precipitation,Wind,Animal,Place,CSW,CSS,CSS_and,CSS_or,CSS_both,CSP,CSP_simple,CSP_know,CSP_gen,CSP_pizza,CSP_drizzle,CSP_shower,S1,S2,CSA,T5,Falcon
347,clear,24,5,28,cat,mountains,There is wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow,There is rain.,No snow,There is rain.,There is rain.,There is rain.,"P, S, T, W",There is no rain and no snow 5 mm/h. The temperature is 24 °C. The sky is clear. There is wind 28 km/h.,There is no rain and no snow 5 mm/h. The temperature is 24 °C. The sky is clear.,Tomorrow in the mountains there is no rain and no snow 5 mm/h. The temperature is 24 °C. The sky is clear. There is wind 28 km/h.,"
Tomorrow on the mountains, there will be no rain or snow, with a temperature of 24 °C and clear skies. There will also be a gentle breeze blowing at 28 km/h."
348,overcast,21,8,42,fish,city,There is wind,There is smog,There is smog,There is smog,There is smog,There is rain,There is rain.,There is rain.,There will be rain.,There is rain.,There is rain.,There is rain.,"S, P, T, W","S, P, T, W","S, P, T","Tomorrow in the city S, P, T, W.","
The weather in the city tomorrow will be mostly sunny with a chance of showers in the afternoon."
349,cloudy,-8,0,39,cat,city,There is wind,There is smog,The sky is cloudy,There is smog,The sky is cloudy,There is no rain and no snow,There is snow,There is snow,There will be snow.,There is snow,There is snow,There is snow,"T, S, P, W",The temperature is -8 °C. There is smog. There is no rain and no snow 0 mm/h. There is wind 39 km/h.,The temperature is -8 °C. There is smog. There is no rain and no snow 0 mm/h. There is no wind 39 km/h.,Tomorrow in the city there is smog. The temperature is -8 °C. There is no rain and no snow 0 mm/h. There is wind 39 km/h.,"
Tomorrow in the city, the temperature will be -8 °C. There will be smog, and there will be no rain or snow. The wind will be blowing at 39 km/h."
350,overcast,29,9,11,cat,city,There is no wind,There is smog,There is smog,There is smog,There is smog,There is rain,There is rain.,There is rain.,There is rain and snow.,There is rain.,There is rain.,There is rain.,"T, S, P, W",The temperature is 29 °C. There is smog. There is rain 9 mm/h. There is no wind 11 km/h.,The temperature is 29 °C. There is smog. There is rain 9 mm/h. There is no wind 11 km/h.,Tomorrow in the city there is smog. The temperature is 29 °C. There is rain 9 mm/h. There is no wind 11 km/h.,"
Tomorrow in the city, the temperature will be 29 °C. There will be smog. There will be 9 mm/h of rain. There will be a light breeze with an speed of 11 km/h."
351,cloudy,-8,5,3,bird,mountains,There is no wind,The sky is cloudy,The sky is cloudy,The sky is cloudy,The sky is cloudy,There is storm.,There is snow,There is snow.,There will be snow.,There is snow,There is snow,There is snow,"W, S, P, T",There is no wind 3 km/h. The sky is cloudy. There is storm. 5 mm/h. The temperature is -8 °C.,There is no wind 3 km/h. The sky is cloudy. There is storm. 5 mm/h. The temperature is -8 °C.,Tomorrow in the mountains there is no wind 3 km/h. The sky is cloudy. There is storm. 5 mm/h. The temperature is -8 °C.,"
Tomorrow on the mountains, there will be no wind at 3 km/h. The sky will be cloudy, with a storm bringing 5 mm/h of precipitation. The temperature will be -8 °C."
352,clear,-7,3,0,bird,city,There is no wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is snow,There is snow.,No snow,There is snow.,There is snow.,There is snow,"W, S, P, T",There is no wind 0 km/h. The sky is clear. There is no rain and no snow 3 mm/h. The temperature is -7 °C.,There is no rain and no snow 3 mm/h. The temperature is -7 °C.,Tomorrow in the city there is no wind 0 km/h. The sky is clear. There is no rain and no snow 3 mm/h. The temperature is -7 °C.,"
Tomorrow in the city, there will be no wind at 0 km/h. The sky will be clear, and there will be no rain or snow. The temperature will be -7 °C."
353,overcast,19,0,16,cat,mountains,There is no wind,The sky is overcast,There is mist,The sky is overcast,There is mist,There is no rain and no snow,There is no rain and no snow.,There is no rain and no snow.,No snow.,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,"T, S, P, W",The temperature is 19 °C. The sky is overcast. There is no rain and no snow 0 mm/h. There is no wind 16 km/h.,The temperature is 19 °C. The sky is overcast. There is no rain and no snow 0 mm/h. There is no wind 16 km/h.,The temperature will be 19 °C. The sky will be overcast. There will be no rain and no snow. The wind will be 16 km/h.,"
The weather forecast for tomorrow is for the mountains. The temperature will be 19 °C, and the sky will be overcast. There will be no rain or snow, and the wind will be at a moderate 16 km/h."
354,overcast,22,10,72,fish,meadows,There is strong wind.,The sky is overcast,The sky is overcast,The sky is overcast,The sky is overcast,There is rain,There is rain.,There is rain.,There will be rain.,There is rain.,There is rain.,There is rain.,"S, P, T, W",The sky is overcast. There is rain 10 mm/h. The temperature is 22 °C. There is strong wind 72 km/h.,The sky is overcast. There is rain 10 mm/h. The temperature is 22 °C.,Tomorrow in the meadows the sky is overcast. There is rain 10 mm/h. The temperature is 22 °C. There is strong wind 72 km/h.,"
Tomorrow, on the meadows, the sky will be overcast with rain at a rate of 10 mm/h. The temperature will be 22 °C. Additionally, there will be a strong wind blowing at 72 km/h."
355,cloudy,27,13,38,fish,mountains,There is wind,The sky is cloudy,The sky is cloudy,The sky is cloudy,The sky is cloudy,There is storm.,There is rain.,There is rain.,There is rain and snow.,There is rain.,There is rain.,There is rain.,"S, P, T, W",The sky is cloudy. There is storm. 13 mm/h. The temperature is 27 °C. There is wind 38 km/h.,The sky is cloudy. There is storm. 13 mm/h. The temperature is 27 °C.,The sky is cloudy. There is storm. 13 mm/h. The temperature is 27 °C. The wind is 38 km/h.,"
Tomorrow, on the mountains, the weather will be cloudy with a chance of storm and 13 mm/h of rain. The temperature will be 27 °C. There will be a strong wind blowing at 38 km/h."
356,clear,18,1,7,cat,city,There is no wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow,There is no rain and no snow.,No snow,There is rain.,There is rain.,There is rain.,"P, S, T, W","P, S, T, W","P, S, T","P, S, T, W","'Tomorrow in the city, it will be partly sunny with a chance of showers. P, S, T, W.'"
357,overcast,-7,5,42,fish,city,There is wind,There is smog,There is smog,There is smog,There is smog,There is snow,There is snow,There is snow.,There will be snow.,There is snow,There is snow,There is snow,"S, P, T, W","S, P, T, W","S, P, T","Tomorrow in the city S, P, T, W.","
The weather in the city tomorrow will be mostly sunny with a chance of showers in the afternoon."
358,overcast,-2,0,47,bird,city,There is wind,There is smog,There is smog,There is smog,There is smog,There is no rain and no snow,There is no rain and no snow,There is snow.,There is no snow.,There is snow,There is snow,There is snow,"W, S, P, T",There is wind 47 km/h. There is smog. There is no rain and no snow 0 mm/h. The temperature is -2 °C.,There is smog. There is no rain and no snow 0 mm/h. The temperature is -2 °C.,Tomorrow in the city there is wind 47 km/h. There is smog. There is no rain and no snow 0 mm/h. The temperature is -2 °C.,"
Tomorrow in the city, the weather will be windy with a speed of 47 km/h. There will be smog, but no rain or snow. The temperature will be -2 degrees Celsius."
359,clear,0,11,27,cat,mountains,There is wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow,There is snow.,No snow.,There is snow,There is snow,There is snow,"P, S, T, W","P, S, T, W","P, S, T","Tomorrow in/on the mountains P, S, T, W.","'Tomorrow, on the mountains, P, S, T, W.'"
360,cloudy,5,0,9,bird,city,There is no wind,There is smog,There is smog,There is smog,There is smog,There is no rain and no snow,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,"W, S, P, T",There is no wind 9 km/h. There is smog. There is no rain and no snow 0 mm/h. The temperature is 5 °C.,There is no rain and no snow 0 mm/h. The temperature is 5 °C.,"Tomorrow in the city there is no wind 9 km/h, smog, no rain and no snow 0 mm/h and the temperature is 5 °C.","
Tomorrow in the city, there will be no wind at 9 km/h. The temperature will be 5 °C, and there will be smog. There will be no rain or snow."
361,cloudy,15,0,5,fish,beach,There is no wind,There is mist,The sky is cloudy,There is mist,The sky is cloudy,There is no rain and no snow,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,"S, P, T, W",There is mist. There is no rain and no snow 0 mm/h. The temperature is 15 °C. There is no wind 5 km/h.,There is mist. There is no rain and no snow 0 mm/h. The temperature is 15 °C. There is no wind 5 km/h.,Tomorrow in/on the beach there is mist. There is no rain and no snow 0 mm/h. The temperature is 15 °C. There is no wind 5 km/h.,"
The weather forecast for tomorrow on the beach is:

There will be mist in the air. The temperature will be around 15°C. The beach will be dry, with no rain or snow. The wind will be at a gentle 5 km/h."
362,cloudy,-4,0,7,cat,mountains,There is no wind,The sky is cloudy,There is mist,The sky is cloudy,There is mist,There is no rain and no snow,There is snow,There is snow,There is no snow.,There is snow,There is snow,There is snow,"T, S, P, W",The temperature is -4 °C. The sky is cloudy. There is no rain and no snow 0 mm/h. There is no wind 7 km/h.,The temperature is -4 °C. The sky is cloudy. There is no rain and no snow 0 mm/h. There is no wind 7 km/h.,Tomorrow in the mountains the temperature will be -4 °C. The sky will be cloudy. There is no rain and no snow. The wind will be 7 km/h.,"
Tomorrow on the mountains, the temperature will be -4 °C. The sky will be cloudy, and there will be no rain or snow. There will also be no wind at 7 km/h."
363,overcast,21,0,15,cat,beach,There is no wind,There is mist,There is mist,There is mist,There is mist,There is no rain and no snow,There is no rain and no snow,There is no rain and no snow,No snow.,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,"T, S, P, W",The temperature is 21 °C. There is mist. There is no rain and no snow 0 mm/h. There is no wind 15 km/h.,The temperature is 21 °C. There is mist. There is no rain and no snow 0 mm/h. There is no wind 15 km/h.,Tomorrow in/on the beach the temperature is 21 °C. There is mist. There is no rain and no snow 0 mm/h. There is no wind 15 km/h.,"
The weather forecast for tomorrow on the beach is:

21 °C, clear skies, no rain or snow, light mist, no wind at 15 km/h."
364,cloudy,18,0,23,cat,beach,There is wind,There is mist,There is mist,There is mist,There is mist,There is no rain and no snow,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,"T, S, P, W",The temperature is 18 °C. There is mist. There is no rain and no snow 0 mm/h. There is wind 23 km/h.,The temperature is 18 °C. There is mist. There is no rain and no snow 0 mm/h. There is wind 23 km/h.,Tomorrow in/on the beach the temperature is 18 °C. There is mist. There is no rain and no snow 0 mm/h. There is wind 23 km/h.,"
The weather forecast for tomorrow on the beach is: Expect sunny skies and a comfortable temperature of 18 °C. There will be a light mist in the air, and the wind will be blowing at 23 km/h."
365,clear,16,12,14,cat,city,There is no wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow.,There is rain.,No snow,There is rain.,There is rain.,There is rain.,"P, S, T, W",There is no rain and no snow 12 mm/h. The temperature is 16 °C. The sky is clear. There is no wind 14 km/h.,There is no rain and no snow 12 mm/h. The temperature is 16 °C. The sky is clear. There is no wind 14 km/h.,Tomorrow in the city there is no rain and no snow 12 mm/h. The temperature is 16 °C. The sky is clear. There is no wind 14 km/h.,"
The weather in the city tomorrow is expected to be mostly sunny with a comfortable temperature of 16°C. There will be no rain or snow, and a gentle breeze will blow at 14 km/h."
366,clear,15,18,76,cat,city,There is strong wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow.,There is no rain and no snow.,No snow.,There is rain.,There is rain.,There is rain.,"P, S, T, W","P, S, T, W","P, S, T","P, S, T, W","'Tomorrow in the city, it will be partly sunny with a chance of showers. P, S, T, W.'"
